GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS293995281	2015-01-30 13:27:32	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge -- general	L3326804	P	-9.5978502	-55.9307176	2008-06-23	05:30:00	obsr412230	S21598777	Historical	P62	EBIRD				3	1		0	1	0		with Alan Davies and Ruth Miller. Tower -- Figueira -- PM upriver to Limão with a stop at the Lagoinha to see a large (7m?) Anaconda, then worked our way downstream at night, spotlighting.		
URN:CornellLabOfOrnithology:EBIRD:OBS505288761	2020-09-23 10:52:07	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Porto Joffre 78175, Poconé BR-MT (-17,3651,-56,7748)	L5894550	P	-17.3651320	-56.7748260	2008-07-10	07:00:00	obsr173903	S37191973	Traveling	P22	EBIRD	360	5.000		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS427346204	2019-10-14 00:34:45	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-08-09		obsr190782	S31399439	Historical	P62	EBIRD				5	1	G4581535	0	1	0			pair seen from tower	
URN:CornellLabOfOrnithology:EBIRD:OBS816321195	2020-09-23 10:53:31	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-08-11		obsr570004	S60603881	Historical	P62	EBIRD				5	1	G4581533	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS816321415	2019-10-14 00:34:45	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-08-09		obsr570004	S60603885	Historical	P62	EBIRD				5	1	G4581535	0	1	0			pair seen from tower	
URN:CornellLabOfOrnithology:EBIRD:OBS427346331	2020-09-23 10:53:23	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-08-11		obsr190782	S31399441	Historical	P62	EBIRD				5	1	G4581533	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS274847245	2020-06-10 16:40:06	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Barranca e estrada Cristalino	L2376622	H	-9.6410307	-55.9382629	2008-09-07	06:00:00	obsr535421	S20043264	Traveling	P22	EBIRD	720	40.234		5	1		0	1	0		Tropical Birding		
URN:CornellLabOfOrnithology:EBIRD:OBS569388346	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2008-09-07	06:30:00	obsr179592	S42093214	Historical	P62	EBIRD					0		0	1	0		Morning birding from the tower. Great flybys of macaws!		
URN:CornellLabOfOrnithology:EBIRD:OBS255629013	2015-09-30 16:31:29	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--between Teles Pires and Cristalino Lodge	L3859561	H	-9.6145949	-55.9322205	2008-11-18	17:00:00	obsr412230	S18508011	Traveling	P22	EBIRD	60	3.219		3	1	G650012	0	1	0		Martin Reid, Sheridna Coffey, Bradley Davis; boar ride from R. Teles Pirres up to Cristalino Lodge, arriving just before dusk	seen by others - not Martin	
URN:CornellLabOfOrnithology:EBIRD:OBS253776256	2020-09-23 10:53:09	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-11-21	06:30:00	obsr155800	S18399391	Traveling	P22	EBIRD	660	12.875		3	1	G650009	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS205134000	2018-08-22 10:52:19	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-11-19	06:15:00	obsr338409	S13688576	Traveling	P22	EBIRD	720	6.437		3	1	G650011	0	1	0			heard only	
URN:CornellLabOfOrnithology:EBIRD:OBS255628963	2018-08-22 10:52:26	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-11-19	06:15:00	obsr412230	S18508010	Traveling	P22	EBIRD	720	6.437		3	1	G650011	0	1	0		Martin Reid, Sheridan Coffey, Bradley Davis; a.m. Tower and Rocky Trail; 2 - 3 hours in early p.m. around lodge;  later p.m. by boat up Rio Cristalino to "Lima"(?).	heard only	
URN:CornellLabOfOrnithology:EBIRD:OBS255625719	2020-09-23 10:53:09	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-11-21	06:30:00	obsr412230	S18507855	Traveling	P22	EBIRD	660	12.875		3	1	G650009	0	1	0		Martin Reid, Sheridan Coffey, Bradley Davis; a.m. Cacau Trail; lunch period around lodge; later p.m. boat to Ariosto island in R. Teles Pirres.		
URN:CornellLabOfOrnithology:EBIRD:OBS205133136	2015-09-27 22:06:29	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-11-18	17:00:00	obsr338409	S13687326	Traveling	P22	EBIRD	60	3.219		3	1	G650012	0	1	0			seen by others - not Martin	
URN:CornellLabOfOrnithology:EBIRD:OBS189811525	2018-08-22 10:52:19	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-11-20	06:30:00	obsr338409	S13690029	Traveling	P22	EBIRD	600	6.437		3	1	G650010	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS253776197	2015-09-27 22:06:29	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-11-18	17:00:00	obsr155800	S18399388	Traveling	P22	EBIRD	60	3.219		3	1	G650012	0	1	0			seen by others - not Martin	
URN:CornellLabOfOrnithology:EBIRD:OBS253776147	2018-08-22 10:52:25	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-11-19	06:15:00	obsr155800	S18399387	Traveling	P22	EBIRD	720	6.437		3	1	G650011	0	1	0			heard only	
URN:CornellLabOfOrnithology:EBIRD:OBS253775974	2018-08-22 10:52:25	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-11-20	06:30:00	obsr155800	S18399386	Traveling	P22	EBIRD	600	6.437		3	1	G650010	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS189828773	2020-12-18 17:23:40.893807	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-11-21	06:30:00	obsr338409	S13691197	Traveling	P22	EBIRD	660	12.875		3	1	G650009	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS255628782	2018-08-22 10:52:26	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2008-11-20	06:30:00	obsr412230	S18508008	Traveling	P22	EBIRD	600	6.437		3	1	G650010	0	1	0		Martin Reid, Sheridan Coffey, Bradley Davis; a.m. Serra novaTrail and Flame-crowned Manakin location; early p.m. around Lodge; later p.m. Bamboo Trail.		
URN:CornellLabOfOrnithology:EBIRD:OBS433024060	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2009-03-17	06:00:00	obsr137776	S31575516	Historical	P62	EBIRD_CAN	360	3.000		3	1	G1952504	0	1	0		Birded the old tower and nearby trails with Bradley Davis.		
URN:CornellLabOfOrnithology:EBIRD:OBS433080412	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2009-03-19	06:30:00	obsr137776	S31819656	Historical	P62	EBIRD_CAN	480	28.000		3	1	G1952548	0	1	0		Old Tower and Rio Teles Pires and trails with Bradley Davis as guide.		
URN:CornellLabOfOrnithology:EBIRD:OBS433055283	2018-04-15 21:22:30	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Serra Nova Trail	L2317041	H	-9.5732830	-55.9214509	2009-03-18	05:45:00	obsr137776	S31817722	Historical	P62	EBIRD_CAN	420	23.000		3	1	G1952531	0	1	0		Birded the river and trails with Bradley Davis.		
URN:CornellLabOfOrnithology:EBIRD:OBS434184209	2018-04-15 21:22:30	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Serra Nova Trail	L2317041	H	-9.5732830	-55.9214509	2009-03-18	05:45:00	obsr319430	S31896943	Historical	P62	EBIRD_CAN	420	23.000		3	1	G1952531	0	1	0		Birded the river and trails with Bradley Davis.		
URN:CornellLabOfOrnithology:EBIRD:OBS434180913	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2009-03-17	06:00:00	obsr319430	S31896717	Historical	P62	EBIRD_CAN	360	3.000		3	1	G1952504	0	1	0		Birded the old tower and nearby trails with Bradley Davis.		
URN:CornellLabOfOrnithology:EBIRD:OBS434185104	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2009-03-19	06:30:00	obsr319430	S31896970	Historical	P62	EBIRD_CAN	480	28.000		3	1	G1952548	0	1	0		Old Tower and Rio Teles Pires and trails with Bradley Davis as guide.		
URN:CornellLabOfOrnithology:EBIRD:OBS682261154	2020-02-13 16:07:17	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2009-07-04	06:00:00	obsr125749	S50383831	Historical	P62	EBIRD	720			3	0	G4972648	0	1	0		With Diana Hews and our Cristalino Jungle Lodge guide, Jorge.  Birded briefly on lodge grounds, then cross river to the Serra trail.  Stayed along river rather than climbing to ridge.  At noon, we returned to the lodge for lunch and rest.  Jorge arranged a raft trip after lunch, taking a zodiac rubber raft ("la canoa") on the skiff, motoring upstream, then letting us float down to the lodge dock, a few miles.  River was about 30 meters wide.  Dense forest veetation grew right to the bank, and few rocks were exposed.  Reached dock at sunset.		
URN:CornellLabOfOrnithology:EBIRD:OBS682269873	2020-02-13 16:07:19	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2009-07-05	06:00:00	obsr125749	S50384469	Historical	P62	EBIRD	600			3	0	G4972649	0	1	0		With Diana Hews and our guide, Jorge.  First to the 50-meter tall metal tower; climbed to top and observed until 9 am. Then birding in the cool understory.  After lunch, I went to the dock to sun and cool off in river, meeting Mark and Karen Pretti, who pointed out a few birds.  Met Jorge again at 3 pm, embarked in a boat, landed in "mata de igapo" habitat, where a lake forms in thewet season.  Certain birds more likely here.  Found an army ant colony (for third consecutive day). Birded from boat on river at sunset, dusk, first half-hour of darkness.  Last full day at lodge.		
URN:CornellLabOfOrnithology:EBIRD:OBS863701116	2020-02-13 16:07:19	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2009-07-05	06:00:00	obsr1128287	S64427057	Historical	P62	EBIRD	600			3	0	G4972649	0	1	0		With Diana Hews and our guide, Jorge.  First to the 50-meter tall metal tower; climbed to top and observed until 9 am. Then birding in the cool understory.  After lunch, I went to the dock to sun and cool off in river, meeting Mark and Karen Pretti, who pointed out a few birds.  Met Jorge again at 3 pm, embarked in a boat, landed in "mata de igapo" habitat, where a lake forms in thewet season.  Certain birds more likely here.  Found an army ant colony (for third consecutive day). Birded from boat on river at sunset, dusk, first half-hour of darkness.  Last full day at lodge.		
URN:CornellLabOfOrnithology:EBIRD:OBS863701053	2020-02-13 16:07:17	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2009-07-04	06:00:00	obsr1128287	S64427056	Historical	P62	EBIRD	720			3	0	G4972648	0	1	0		With Diana Hews and our Cristalino Jungle Lodge guide, Jorge.  Birded briefly on lodge grounds, then cross river to the Serra trail.  Stayed along river rather than climbing to ridge.  At noon, we returned to the lodge for lunch and rest.  Jorge arranged a raft trip after lunch, taking a zodiac rubber raft ("la canoa") on the skiff, motoring upstream, then letting us float down to the lodge dock, a few miles.  River was about 30 meters wide.  Dense forest veetation grew right to the bank, and few rocks were exposed.  Reached dock at sunset.		
URN:CornellLabOfOrnithology:EBIRD:OBS693559615	2020-09-23 10:51:41	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino -- Lagoa Cigana (Hoatzin oxbows)	L3861239	H	-9.4502182	-55.8979547	2009-08-18		obsr290872	S51295189	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS705317319	2019-02-01 10:01:29	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2009-09-21		obsr262282	S52263113	Historical	P62	EBIRD				3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS719616074	2019-03-05 09:06:36	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Brazil - Cristalino - Dr Haffer Trail	L8780073	P	-9.5585259	-55.9130956	2009-09-15		obsr333833	S53458226	Historical	P62	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1029021230	2020-12-14 19:32:23.590248	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2009-09-23		obsr32614	S77495726	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS567039845	2018-01-13 16:44:09	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-01-14		obsr825880	S41876675	Historical	P62	EBIRD				6	0	G2858546	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS566482441	2018-01-11 21:16:45	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-01-14		obsr286360	S41833007	Historical	P62	EBIRD				6	0	G2858546	0	1	0		Last full day at the lodge so birded close to the lodge.		
URN:CornellLabOfOrnithology:EBIRD:OBS124537801	2015-08-13 15:54:53	12309	species	Kawall's Parrot	Amazona kawalli			6				Brazil	BR	Mato Grosso	BR-MT							Cristalino - camp/torre/Saleiro	L1255379	P	-9.5991342	-55.9344971	2010-06-30	05:30:00	obsr52442	S8696092	Incidental	P20	EBIRD				5	1		0	1	0			torre	
URN:CornellLabOfOrnithology:EBIRD:OBS96846981	2013-06-26 13:56:51	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino	L978364	P	-9.4924082	-56.3598633	2010-07-30	08:15:00	obsr207922	S6762552	Traveling	P22	EBIRD	300	3.219		9	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS486876426	2017-04-17 13:39:05	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-07-30	07:00:00	obsr177447	S36044992	Traveling	P22	EBIRD	600	4.828		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS287841713	2020-08-21 11:09:38	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-08-17		obsr412230	S21088790	Incidental	P20	EBIRD				1	1	G1085873	0	1	0			M: Secret Garden, Haffer Trail, A: Float down river, New Serra Trail	
URN:CornellLabOfOrnithology:EBIRD:OBS284745312	2020-08-21 11:09:38	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-08-17		obsr44754	S20849711	Incidental	P20	EBIRD				1	1	G1085873	0	1	0			M: Secret Garden, Haffer Trail, A: Float down river, New Serra Trail	
URN:CornellLabOfOrnithology:EBIRD:OBS284745020	2015-09-27 22:06:29	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-08-15		obsr44754	S20849709	Incidental	P20	EBIRD				1	1		0	1	0			/p Cristalino - M: Serra Nova trail A: Upstream on Cristalino	
URN:CornellLabOfOrnithology:EBIRD:OBS1023415209	2020-12-05 12:40:30.329906	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-09-28	08:43:00	obsr671157	S77094604	Stationary	P21	EBIRD	1			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS834551210	2019-12-03 18:14:36	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-11-10		obsr967176	S61962679	Historical	P62	EBIRD_CAN					1	G4719730	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS415562464	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2010-11-11	07:00:00	obsr119009	S30500365	Traveling	P22	EBIRD	480	4.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS834550811	2021-03-25 04:49:02.12124	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-11-13		obsr967176	S61962669	Historical	P62	EBIRD_CAN					1	G4719727	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS834550972	2020-09-23 10:53:30	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-11-11		obsr967176	S61962674	Historical	P62	EBIRD_CAN					1	G4719729	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS638640080	2019-12-03 18:14:36	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-11-10		obsr334177	S47108421	Historical	P62	EBIRD_CAN					1	G4719730	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS638694140	2020-09-23 10:53:29	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-11-11		obsr334177	S47112342	Historical	P62	EBIRD_CAN					1	G4719729	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS641164947	2021-03-25 04:49:02.12124	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2010-11-13		obsr334177	S47300296	Historical	P62	EBIRD_CAN					1	G4719727	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS434206708	2016-10-04 23:30:31	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-03-15	06:15:00	obsr316148	S31898468	Traveling	P22	EBIRD_CAN	300	7.000		12	1	G1952539	0	1	0		up the river to the rapids		
URN:CornellLabOfOrnithology:EBIRD:OBS137698381	2018-11-21 11:03:37	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-03-15	06:15:00	obsr137776	S9708248	Traveling	P22	EBIRD_CAN	300	7.000		12	1	G1952539	0	1	0		up the river to the rapids		
URN:CornellLabOfOrnithology:EBIRD:OBS434184728	2016-10-04 21:20:48	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-03-15	06:15:00	obsr319430	S31896960	Traveling	P22	EBIRD_CAN	300	7.000		12	1	G1952539	0	1	0		up the river to the rapids		
URN:CornellLabOfOrnithology:EBIRD:OBS653327125	2018-09-01 21:11:24	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lodge grounds	L2319668	H	-9.5975263	-55.9314823	2011-05-08		obsr22584	S48227781	Incidental	P20	EBIRD				1	0		0	1	0			2	
URN:CornellLabOfOrnithology:EBIRD:OBS1035729296	2020-12-25 16:16:27.439211	12309	species	Kawall's Parrot	Amazona kawalli			12				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2011-07-26	06:00:00	obsr690849	S71897510	Historical	P62	EBIRD					0		1	1	0		Tower 1	Fly by tower - white base at the bill visible	
URN:CornellLabOfOrnithology:EBIRD:OBS163574709	2020-08-21 10:37:32	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Haffer's Trail	L2380934	H	-9.5585522	-55.9130180	2011-08-19	07:00:00	obsr37316	S11573119	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163573238	2016-08-11 09:16:24	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Mato Grosso	BR-MT							Cristalino River--Downstream From Lodge	L1601653	P	-9.6138700	-55.9326400	2011-08-30	03:45:00	obsr37316	S11573072	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163564979	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2011-08-19	16:30:00	obsr37316	S11572773	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163575972	2013-06-26 12:31:42	12309	species	Kawall's Parrot	Amazona kawalli			6				Brazil	BR	Mato Grosso	BR-MT							Cristalino River--Upstream From Lodge	L1601655	P	-9.5672600	-55.9142600	2011-08-10		obsr37316	S11573159	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1041838541	2021-03-11 00:18:28.651862	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2011-08-01	07:00:00	obsr951089	S78455766	Traveling	P22	EBIRD	660	15.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163573680	2018-08-22 10:52:15	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2011-08-28	06:30:00	obsr37316	S11573086	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163574624	2013-06-26 12:31:42	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino River--Upstream From Lodge	L1601655	P	-9.5672600	-55.9142600	2011-08-20	06:00:00	obsr37316	S11573115	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163575830	2018-04-23 20:29:42	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lagoinha	L2317221	H	-9.5463381	-55.9085816	2011-08-11	16:05:00	obsr37316	S11573156	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163576131	2013-06-26 12:31:42	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Cristalino River--Upstream From Lodge	L1601655	P	-9.5672600	-55.9142600	2011-08-09	14:45:00	obsr37316	S11573163	Incidental	P20	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS163575462	2018-04-23 20:29:42	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Lagoinha	L2317221	H	-9.5463381	-55.9085816	2011-08-12	16:10:00	obsr37316	S11573146	Incidental	P20	EBIRD					1		0	1	0				
