GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS379888636	2020-04-10 14:55:09	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2015-10-27	05:30:00	obsr412230	S28048237	Traveling	P22	EBIRD_CAN	440	5.000		5	1		0	1	0		with Jan Smith, Chris & Rosemary Lester, Armand Sergio (mateiro). Birds observed during a long hike on the main trail at Tupana (approx. 5 km in, and then 5 km back), where we reached the tall terra firme where the trail becomes narrower.		
URN:CornellLabOfOrnithology:EBIRD:OBS414336798	2020-05-16 11:33:37	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2015-10-26	05:45:00	obsr290902	S30406920	Traveling	P22	EBIRD	375	4.000		4	1		0	1	0			heard	
URN:CornellLabOfOrnithology:EBIRD:OBS352543944	2017-08-14 21:38:49	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2015-10-25	15:50:00	obsr412230	S25771217	Traveling	P22	EBIRD_CAN	120	1.230		5	1		0	1	0		with Rosemary & Chris Lester, Jan Smith, Armando Sergio (local guide). Birds recorded on the auditorium trail.		
URN:CornellLabOfOrnithology:EBIRD:OBS352538609	2019-03-27 13:30:09	12309	species	Kawall's Parrot	Amazona kawalli			14				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2015-10-25	05:40:00	obsr412230	S25770883	Traveling	P22	EBIRD_CAN	465	3.200		5	1		0	1	0		with Jan Smith, Chris & Rosemary Lester, Armando Sergio (local mateiro). Birds recorded along the main trail, as far as the point where two streams join together in a sort of T-intersection (the trail crosses the smaller stream at the point where it joins the larger, permanent stream). Rather smokey first thing in the morning.		
URN:CornellLabOfOrnithology:EBIRD:OBS414427016	2020-05-26 09:12:26	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2015-10-27	05:30:00	obsr290902	S30413497	Traveling	P22	EBIRD	440	5.000		4	1		0	1	0			heard	
URN:CornellLabOfOrnithology:EBIRD:OBS378833045	2019-08-19 11:49:38	12309	species	Kawall's Parrot	Amazona kawalli			6				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2015-10-28	05:45:00	obsr412230	S27964428	Traveling	P22	EBIRD_CAN	203	2.000		4	1		0	1	0		with Jan Smith, Chris & Rosemary Lester. Walked south down the BR-319 for roughly 2 kilometres, hoping to find Fiery Topaz (which we did, though "only" a female). Weather overcast and smoky, relatively cool.		
URN:CornellLabOfOrnithology:EBIRD:OBS453927355	2017-01-03 04:00:30	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Amazonas	BR-AM							Beruri BR-319 km 170-200	L5214449	P	-4.3144070	-60.8861140	2015-11-04	06:35:00	obsr305140	S33401386	Historical	P62	EBIRD	265				0		0	1	0			em voo	
URN:CornellLabOfOrnithology:EBIRD:OBS409826634	2017-08-14 21:38:49	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-06-04	06:09:00	obsr412230	S30078997	Traveling	P22	EBIRD_CAN	389	4.500		1	1		0	1	0		After heavy rains overnight, we walked the main trail to a point beyond the castanhal.		
URN:CornellLabOfOrnithology:EBIRD:OBS409818394	2019-08-19 11:49:39	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-06-02	06:10:00	obsr412230	S30078511	Traveling	P22	EBIRD_CAN	60	0.200		1	1		0	1	0		Birding around the auditorium and the lodge clearing before breakfast. The cook (Dona Baixinha) only arrived at 06:30 each day (this being an inspection visit aimed at finding a site for Tupana's future tower), meaning I had to hang around for the first hour of light for the first two days.		
URN:CornellLabOfOrnithology:EBIRD:OBS591441379	2021-02-22 10:01:33.852915	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Amazonas	BR-AM							Pousada Rio Roosevelt	L2802116	H	-8.4942050	-60.9621497	2016-06-21		obsr750853	S43930491	Historical	P62	EBIRD				11	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS410086886	2020-05-16 11:33:37	12309	species	Kawall's Parrot	Amazona kawalli			5				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-06-02	16:25:00	obsr412230	S30095827	Traveling	P22	EBIRD_CAN	105	1.500		1	1		0	1	0		Main trail to the auditorium trail (the Frederickaena bend).		
URN:CornellLabOfOrnithology:EBIRD:OBS591409907	2020-09-03 10:17:42	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Amazonas	BR-AM							Pousada Rio Roosevelt	L2802116	H	-8.4942050	-60.9621497	2016-06-18		obsr750853	S43928195	Historical	P62	EBIRD				11	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS410093861	2018-03-22 22:55:22	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-06-03	07:40:00	obsr412230	S30096269	Traveling	P22	EBIRD_CAN	322	1.800		1	1		0	1	0		Auditorium trail up to igarapé on main trail, return along main trail.		
URN:CornellLabOfOrnithology:EBIRD:OBS410089750	2017-08-14 21:38:49	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-06-03	16:30:00	obsr412230	S30095993	Traveling	P22	EBIRD_CAN	88	0.500		1	1		0	1	0		Walking south down the BR-319 from the lodge.		
URN:CornellLabOfOrnithology:EBIRD:OBS409777663	2017-08-14 21:38:49	12309	species	Kawall's Parrot	Amazona kawalli			6				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-06-01	15:20:00	obsr412230	S30075817	Traveling	P22	EBIRD_CAN	160	3.500		1	1		0	1	0		Walked out on the main trail, returning via the Auditorium trail. It rained from 1526 (not kidding) to 1550.		
URN:CornellLabOfOrnithology:EBIRD:OBS409821044	2018-03-22 22:41:59	12309	species	Kawall's Parrot	Amazona kawalli			10				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-06-02	07:37:00	obsr412230	S30078664	Traveling	P22	EBIRD_CAN	331	5.950		1	1		1	1	0		Walked the main trail, took a detour onto the Auditorium trail to the Frederickaena bend to check out a possible tower site, then continued down the main trail beyond the first stream. On the return took the secondary trail which I haven't named back to the lodge (2.17km back to the lodge).		
URN:CornellLabOfOrnithology:EBIRD:OBS421011798	2019-01-11 19:42:16	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Amazonas	BR-AM							Rio Tupana upstream from BR-319 bridge	L4828176	H	-4.1633797	-60.8212137	2016-07-16	16:00:00	obsr412230	S30918458	Traveling	P22	EBIRD	160	7.000		4	1	G2203245	0	1	0		with Per and Larietta Smith, Dorival. Boat trip in a wooden canoe with a rabeta motor upstream on the Tupana river from the BR-319 bridge. Quite hot, very clear skies.		
URN:CornellLabOfOrnithology:EBIRD:OBS464945008	2020-07-19 13:12:50	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-07-15	06:00:00	obsr690849	S34303609	Traveling	P22	EBIRD	385	2.750		3	1	G2203239	0	1	0		with Per Smith and Augusto Mendes. We walked the Main trail to the T-intersection formed by two streams (beyond the first deep igarape).		
URN:CornellLabOfOrnithology:EBIRD:OBS419627016	2020-07-27 15:59:40	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-07-14	06:09:00	obsr412230	S30814315	Traveling	P22	EBIRD	381	4.050		3	1	G2203225	0	1	0		with Per Smith and Augusto Mendes. Birds recorded on the Auditorium trail and then along the main trail as far as the first deep stream crossing, returning via the main trail back to the lodge.		
URN:CornellLabOfOrnithology:EBIRD:OBS419067772	2016-07-20 06:40:06	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Amazonas	BR-AM							BR-AM-Borba-Rio Tupana - -4,3159x-60,1981	L4801926	P	-4.3158820	-60.1980530	2016-07-18	06:30:00	obsr427634	S30773336	Traveling	P22	EBIRD	180	3.000		3	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS464944431	2020-07-27 15:59:40	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-07-14	06:09:00	obsr690849	S34303558	Traveling	P22	EBIRD	381	4.050		3	1	G2203225	0	1	0		with Per Smith and Augusto Mendes. Birds recorded on the Auditorium trail and then along the main trail as far as the first deep stream crossing, returning via the main trail back to the lodge.		
URN:CornellLabOfOrnithology:EBIRD:OBS464945802	2019-01-11 19:42:16	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Amazonas	BR-AM							Rio Tupana upstream from BR-319 bridge	L4828176	H	-4.1633797	-60.8212137	2016-07-16	16:00:00	obsr690849	S34303659	Traveling	P22	EBIRD	160	7.000		4	1	G2203245	0	1	0		with Per and Larietta Smith, Dorival. Boat trip in a wooden canoe with a rabeta motor upstream on the Tupana river from the BR-319 bridge. Quite hot, very clear skies.		
URN:CornellLabOfOrnithology:EBIRD:OBS419067591	2020-07-28 16:40:04	12309	species	Kawall's Parrot	Amazona kawalli			5				Brazil	BR	Amazonas	BR-AM							KM 50, AM-070	L3064814	H	-3.1831280	-60.4419840	2016-07-17	06:30:00	obsr427634	S30773316	Traveling	P22	EBIRD	688	8.000		3	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS421993966	2020-07-19 15:18:16	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-07-17	05:45:00	obsr412230	S30992966	Traveling	P22	EBIRD_CAN	370	3.500		3	1	G2203249	0	1	0		with Per Smith & Augusto. Birds recorded as far as the castanhal. Today we walked directly to the first deep stream in order to reach the taller forest again in good time for early bird activity.		
URN:CornellLabOfOrnithology:EBIRD:OBS421981235	2020-07-19 14:57:55	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-07-16	05:45:00	obsr412230	S30991467	Traveling	P22	EBIRD_CAN	458	3.850		3	1	G2203244	0	1	0		with Per Smith and Augusto. Main trail as far as the castanhal; we walked quickly through the first 1200 m or so in order to reach the taller forest in time for better bird activity.		
URN:CornellLabOfOrnithology:EBIRD:OBS464945534	2020-07-19 14:57:55	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-07-16	05:45:00	obsr690849	S34303644	Traveling	P22	EBIRD_CAN	458	3.850		3	1	G2203244	0	1	0		with Per Smith and Augusto. Main trail as far as the castanhal; we walked quickly through the first 1200 m or so in order to reach the taller forest in time for better bird activity.		
URN:CornellLabOfOrnithology:EBIRD:OBS420940599	2020-07-19 12:57:09	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-07-15	06:00:00	obsr412230	S30913489	Traveling	P22	EBIRD	385	2.750		3	1	G2203239	0	1	0		with Per Smith and Augusto Mendes. We walked the Main trail to the T-intersection formed by two streams (beyond the first deep igarape).		
URN:CornellLabOfOrnithology:EBIRD:OBS464946199	2020-07-19 15:18:16	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Amazonas	BR-AM							Tupana Lodge	L2838710	H	-4.0736391	-60.6699666	2016-07-17	05:45:00	obsr690849	S34303678	Traveling	P22	EBIRD_CAN	370	3.500		3	1	G2203249	0	1	0		with Per Smith & Augusto. Birds recorded as far as the castanhal. Today we walked directly to the first deep stream in order to reach the taller forest again in good time for early bird activity.		
URN:CornellLabOfOrnithology:EBIRD:OBS417524695	2019-01-11 08:09:03	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Amazonas	BR-AM							Reserva Natural Palmarí	L3018622	H	-4.2889000	-70.2948000	2016-07-01	06:00:00	obsr243528	S30655106	Traveling	P22	EBIRD	720	48.280		6	1		0	1	0		Most observations were traveling on the Amazon by boat over a 7 day period.		
URN:CornellLabOfOrnithology:EBIRD:OBS434288731	2020-01-18 12:42:31	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Amazonas	BR-AM							RDS Bararati--Trilha do Valentim	L4969409	H	-7.4888200	-58.2381700	2016-09-30	07:41:00	obsr412230	S31904150	Traveling	P22	EBIRD_CAN	127	1.400		4	1		0	1	0		com Santarém, Lucas e Pedro do ICMBio. Tempo nublado.		
URN:CornellLabOfOrnithology:EBIRD:OBS434100861	2021-02-22 10:05:10.222385	12309	species	Kawall's Parrot	Amazona kawalli			10				Brazil	BR	Amazonas	BR-AM							Barra de São Manoel--Trilha do Castanhalzinho	L4967741	H	-7.3471300	-58.1528600	2016-09-29	06:05:00	obsr412230	S31891404	Traveling	P22	EBIRD_CAN	265	5.500		4	1		0	1	0		com Santarém, Lucas e Pedro do ICMBio. Espécies registradas durante caminhada na Trilha do Castanhalzinho, iniciando pela pista de pouso (-7.34713, -58.15286), indo até um nascente dentro da mata (-7.35344, -58.16455), e voltando pelo igarapé que abastece a comunidade com água, saindo no (-7.34318, -58.15664).		
URN:CornellLabOfOrnithology:EBIRD:OBS434114904	2021-02-22 10:05:18.372668	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Amazonas	BR-AM							RDS Bararati--rio Bararati	L4967843	H	-7.4226873	-58.2133985	2016-09-30	05:55:00	obsr412230	S31892300	Traveling	P22	EBIRD_CAN	102	16.000		4	1		0	1	0		com Santarém, Lucas e Pedro do ICMBio. Espécies registradas durante trajeto de barco entre a foz do Bararati e o inicio da Trilha do Valentim. Entramos também na Lagoa da Cruz. Ceu nublado, temperatura agradável (ca. 25 C).		
URN:CornellLabOfOrnithology:EBIRD:OBS435552495	2021-02-22 10:05:19.151032	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Amazonas	BR-AM							Barra de São Manoel--Trilha do Patauázal	L4981943	H	-7.3207759	-58.1854928	2016-10-01	05:56:00	obsr412230	S31994344	Traveling	P22	EBIRD_CAN	304	3.000		4	1		0	1	0		com Santarém, Lucas e Pedro do ICMBio. Percorremos a trilha do Patauázal, um caminho pouso utilizado que inicia de frente ao Ecolodge da Barre, margeando entre as serras e mata da várzea, terminando em uma área com bastante patauá e caranaí (Lepidocaryum sp.) e uns cedros centenários. Tempo fechado a manhã toda, com chuvas leves na segunda parte da manhã.		
URN:CornellLabOfOrnithology:EBIRD:OBS434327171	2016-10-05 16:56:12	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Amazonas	BR-AM							PN do Juruena -- Flutuante do ICMBio	L4967425	H	-7.3459100	-58.1456200	2016-10-03	06:35:00	obsr412230	S31907049	Stationary	P21	EBIRD	17			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS444295087	2020-09-03 10:17:20	12309	species	Kawall's Parrot	Amazona kawalli			25				Brazil	BR	Amazonas	BR-AM							Pousada Rio Roosevelt	L2802116	H	-8.4942050	-60.9621497	2016-11-11	06:55:00	obsr412230	S32636694	Traveling	P22	EBIRD	257	0.200		6	1		0	1	0		with Wally & Lois Goldfrank, Sally Howlett, Cemí and Alcimar. Birds recorded at the downstream barreiro (clay lick) on the left bank of the Roosevelt just below the Inferninho rapids. Weather mostly overcast, clearing up later in the morning. ----Red Brocket Deer visited the clay lick, as did a Southern Amazon Red Squirrel (heard only).		
URN:CornellLabOfOrnithology:EBIRD:OBS447334096	2021-02-22 10:01:31.981012	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Amazonas	BR-AM							Pousada Rio Roosevelt	L2802116	H	-8.4942050	-60.9621497	2016-11-14	06:55:00	obsr412230	S32877669	Traveling	P22	EBIRD	245	1.200		6	1		0	1	0		with Cemí and Alcimar, Lois & Wally Goldfrank, Sally Howlett. Campinas do Cujubim.--Weather overcast with comfortable temperatures all morning, allowing us to make the most of our time in the open campinas habitat.		
URN:CornellLabOfOrnithology:EBIRD:OBS447331106	2018-08-22 10:53:05	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Amazonas	BR-AM							Pousada Rio Roosevelt	L2802116	H	-8.4942050	-60.9621497	2016-11-11	16:06:00	obsr412230	S32877436	Traveling	P22	EBIRD	99	1.000		6	1		0	1	0		Birds recorded during a quiet afternoon walk on the Tower trail.		
URN:CornellLabOfOrnithology:EBIRD:OBS444246078	2020-09-03 10:19:34	12309	species	Kawall's Parrot	Amazona kawalli			6				Brazil	BR	Amazonas	BR-AM							Pousada Rio Roosevelt	L2802116	H	-8.4942050	-60.9621497	2016-11-10	06:15:00	obsr412230	S32633050	Traveling	P22	EBIRD	350	1.300		5	1		0	1	0		with Cemí, Walter & Lois Goldfrank, Sally Howlett. Birded the Ronca trail on the right bank of the Roosevelt ca. 15 minutes upstream from the lodge. Walked as far as about 200m along the higher ground after the trail rises away from the stream bed.		
URN:CornellLabOfOrnithology:EBIRD:OBS443675063	2021-02-22 10:01:31.814346	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Amazonas	BR-AM							Pousada Rio Roosevelt	L2802116	H	-8.4942050	-60.9621497	2016-11-09	06:08:00	obsr412230	S32594119	Traveling	P22	EBIRD_CAN	356	1.600		6	1		0	1	0		with Sally Howlett, Walter & Lois Goldfrank, Cemí, Alcimar. Birds recorded on the Esperança trail (left bank rio Roosevelt). Overcast morning with light rain early on.		
URN:CornellLabOfOrnithology:EBIRD:OBS484837772	2020-05-29 21:58:29	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Amazonas	BR-AM							Pousada Rio Roosevelt	L2802116	H	-8.4942050	-60.9621497	2017-03-31	06:00:00	obsr232164	S35901597	Traveling	P22	EBIRD	390	6.437		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS484494945	2020-05-22 10:24:15	12309	species	Kawall's Parrot	Amazona kawalli			5				Brazil	BR	Amazonas	BR-AM							Pousada Rio Roosevelt	L2802116	H	-8.4942050	-60.9621497	2017-03-29	06:00:00	obsr232164	S35877149	Traveling	P22	EBIRD	360	12.875		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS484829175	2021-03-30 13:19:46.784876	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Amazonas	BR-AM							Pousada Rio Roosevelt	L2802116	H	-8.4942050	-60.9621497	2017-03-30	06:00:00	obsr232164	S35901011	Traveling	P22	EBIRD	360	32.187		7	1		0	1	0				
